segment_rank,segment_label,contact_channel_group,contact_timing,cohort,src_risk_tier,Treatment,metric,n__saved,non_null__saved,clipped_median__saved,clipped_q25__saved,clipped_q75__saved,clipped_iqr__saved,n__stopped,non_null__stopped,clipped_median__stopped,clipped_q25__stopped,clipped_q75__stopped,clipped_iqr__stopped,clipped_median_difference,clipped_median_difference_ci_lower,clipped_median_difference_ci_upper,bootstrap_iterations,confidence_level
6,Called-In Cancel Flow · Contact Before Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact Before Pricing,Three-Offer Cohort,1. Low risk,Tiered,breadth,12,12,5.0,2.0,8.5,6.5,60,60,6.5,4.0,10.0,6.0,-1.5,-5.0,2.512499999999932,2000,0.95
6,Called-In Cancel Flow · Contact Before Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact Before Pricing,Three-Offer Cohort,1. Low risk,Tiered,tenure,12,12,1581.0,1364.25,1989.5,625.25,60,60,1607.0,1283.5,1993.0,709.5,-26.0,-308.5374999999999,454.02499999999986,2000,0.95
6,Called-In Cancel Flow · Contact Before Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact Before Pricing,Three-Offer Cohort,1. Low risk,Tiered,tt_cost,12,12,371.28599999999994,291.2065,569.5965000000001,278.3900000000001,60,60,508.49100000000004,286.0101666666667,724.35825,438.3480833333333,-137.2050000000001,-245.58097916666665,135.5393249999999,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Control,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Control,frequency,49,49,85.0,60.0,90.0,30.0,13,13,64.0,51.0,76.0,25.0,21.0,6.0,34.024999999999864,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Control,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Control,breadth,49,49,6.0,2.0,10.0,8.0,13,13,7.0,1.0,9.0,8.0,-1.0,-4.0,5.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Control,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Control,tenure,49,49,1698.0,1453.0,2000.0,547.0,13,13,1515.0,1206.0,1755.0,549.0,183.0,-120.0,522.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Control,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Control,tt_cost,49,49,537.462,391.275,649.5666666666667,258.29166666666674,13,13,397.602,256.077,534.465,278.38800000000003,139.86,-15.677850000000003,319.2896666666666,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Midpoint,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Midpoint,frequency,37,37,87.0,77.0,90.0,13.0,27,27,80.0,47.0,87.0,40.0,7.0,3.0,21.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Midpoint,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Midpoint,breadth,37,37,8.0,5.0,10.0,5.0,27,27,4.0,2.0,9.0,7.0,4.0,-1.0,6.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Midpoint,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Midpoint,tenure,37,37,1418.0,1147.0,1634.0,487.0,27,27,1549.0,1284.0,1918.5,634.5,-131.0,-441.0,61.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Midpoint,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Midpoint,tt_cost,37,37,391.275,206.41966666666667,496.651,290.23133333333334,27,27,483.849,386.17150000000004,574.6355000000001,188.46400000000006,-92.57400000000001,-264.65366666666665,1.6649999999999636,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Tiered,frequency,23,23,88.0,82.5,90.5,8.0,40,40,82.5,63.25,90.0,26.75,5.5,-2.0,13.5,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Tiered,breadth,23,23,9.0,4.5,12.0,7.5,40,40,6.0,3.0,9.0,6.0,3.0,-1.0,6.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Tiered,tenure,23,23,1475.0,1275.5,1968.0,692.5,40,40,1390.5,1178.0,1756.0,578.0,84.5,-238.03749999999994,459.0,2000,0.95
7,Called-In Cancel Flow · Contact On/After Pricing · Three-Offer Cohort · 1. Low risk · Tiered,Called-In Cancel Flow,Contact On/After Pricing,Three-Offer Cohort,1. Low risk,Tiered,tt_cost,23,23,474.858,395.7075,632.3088333333334,236.6013333333334,40,40,415.4571666666667,211.11858333333336,558.02475,346.90616666666665,59.40083333333331,-40.959,203.46902499999993,2000,0.95
